etype,issuenote
1,"About a thousand opposition supporters took to the streets of Ghana's capital Thursday to protest against the government's political and economic policies, in particular against layoffs and hikes in medical fees."
3,"Police killed one man after illegal miners attacked a mine owned by Ghana's giant Ashanti company, destroying buildings and cars, a television station reported on Sunday."
7,"Opposition observers also said they had been harassed by government supporters, who prevented them from monitoring voting at some stations in the capital, Accra, the nearby port city of Tema and the eastern Volta Region."
7,"Opposition observers also said they had been harassed by government supporters, who prevented them from monitoring voting at some stations in the capital, Accra, the nearby port city of Tema and the eastern Volta Region."
7,"Opposition observers also said they had been harassed by government supporters, who prevented them from monitoring voting at some stations in the capital, Accra, the nearby port city of Tema and the eastern Volta Region."
3,Youths from Ghana's Ga ethnic group Sunday attacked a church in Accra for defying a one-month ban on loud music and drums imposed by elders of the animist community.
3,"Angry mobs attacked Nima police station and burned tyres and roadside kiosks, forcing the deployment of army soldiers in the area and throughout the seaside capital."
1,"Ghana's former ruler Jerry Rawlings Tuesday led a noisy but peaceful protest against President John Kufuor's government to denounce spiralling prices, corruption and fiscal mismanagement during its two years in power."
1,Hundreds of activists in Ghana staged a protest outside parliament Tuesday against the sale of a majority stake in state-owned Ghana Telecom to Britain's mobile phone giant Vodafone.
7,"At least six people have been killed in northern Ghana in pre-election violence which followed a weekend campaign rally, a local private radio station said on Tuesday, quoting police sources."
1,Hundreds of opposition protesters kept an all-night vigil outside the commission headquarters in Accra in protest at perceived attempts to manipulate the outcome of Sunday's vote.
7,Police and Soldiers raided the office of the opposition New Patriotic Party office as they recounted election votes.  They confiscated laptops and documentation.
1,Opposition supporters rally to show support for the continuation of a general strike.
7,"Members of the Presidential Guard go on a looting spree in an opposition strong hold neighborhood in Lome, the looting was in response to the deaths of security forces members."
7,"Soldiers in the Togolese army engage in ethnic cleansing, killing any soldier who was not a part of Eyadema's ethnic group."
1,Opposition rally demanding Olympio be allowed to run for president.
1,Opposition demonstration to demand Supreme Court's acceptance of Olympio as presidential candidate.
7,Uniformed gunmen kidnap and kill opposition leader and two of his supporters after weeks of threats by soldiers and the secret police
1,Opposition supporters march in protest to the obstacles RPT uses to prevent opposition expression.
1,"Pro-government supporters march for peace, unity, solidarity and  . . . economic growth."
1,"Opposition group, Action Committee for Renewal, organized a demonstration to show support for international inquiry into alleged massacres of 1998."
1,"Opposition supporters protest the arrest of one of their leaders, protests were quickly disbanded by riot police."
1,Opposition supporters protest election results in which Gen Eyadema's party retained the majority of parliament seats.
